Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-EE-A29L-06A-12R-A18S-07	0.112716304519838	0	0.162139671883282	0.0349867792739081	0.0589993547366699	0	0.0068881109646043	0.145691873855225	0.037222200161459	0	0.0419280309401794	0	0	0.280453567829619	0.0368702177790905	0.0774090588845384	0	0	0	0.00469482917158611	0	0	0	0.156869753713329	1.02586679519999
TCGA-W3-A828-06A-11R-A352-07	0.0347954944674036	0	0.00895746905843146	0.0338297755247867	0	0.141026187366068	0	0.0601596557826368	0.0405491682640948	0	0.0518104169159956	0.00243015182312092	0.0318536570512484	0.0984022688711343	0.0520064598767782	0.297008941901255	0.0138413865629959	0	0.125480418995125	0	0	0.00784854753892516	0	0.507039382794545	0.86603757124356
TCGA-WE-A8K6-06A-11R-A37K-07	0.00930834299320987	0.000633757860856244	0.0105870579819	0.038930350105965	0	0	0	0.0495438082711644	0.06846374520703	0.0134072196169975	0.0433118111384708	0	0	0.514857114783755	0.0279386194708012	0.217261956654862	0	0	0.00376266915004161	0.00199354676494592	0	0	0	0.707208717835295	0.710473836306784
TCGA-D3-A2J8-06A-11R-A18T-07	0.0543889495912453	0	0.0178865265364167	0.209182960379407	0	0.00127742355317921	0.0623923998578024	0.0801279352258904	0.0566717819390181	0	0.119043064739115	0	0.0266902579796566	0.0627578767983625	0.132464695692951	0.166642770609642	0	0	0.0104733570973139	0	0	0	0	0.797351010865157	0.685070814025513
TCGA-FW-A3I3-06A-11R-A21D-07	0.114910511850937	0	0.112424691821011	0.0650741932848242	0	0.103760370130176	0.0039149891660028	0.149577930865863	0.030939854978923	0	0.0805603277712585	0	0.0323223869165877	0.0991899974378015	0	0.145739278772051	0	0.020587121261938	0	0.0360880602750245	0.0049102854676016	0	0	0.211871489716291	0.99452172356594
TCGA-D9-A6E9-06A-12R-A311-07	0.00710416489017031	0.00314093600900123	0.0153272525969354	0.362375567700452	0	0	0.0569368537023043	0.0853845325477406	0.073998220005773	0	0.0526897626824689	0	0.0208505572675578	0.184677525083954	0.0479622153699091	0.0892757118978843	0	0	0	0.000276700245849104	0	0	0	0.740618121082213	0.713899452803696
TCGA-WE-A8K1-06A-21R-A37K-07	0.0236631442579274	0.0234893075417268	0.021807814970236	0.236121366374105	0	0	0.00247537330843145	0.144469502276781	0.0876750133276804	0	0.0305349887950045	0.0324996646923809	0.0110670711483026	0.182537525964429	0.0636093780643563	0.133878755935429	0	0	0.00617109334320938	0	0	0	0	0.749155319934973	0.718723394577007
TCGA-EB-A24D-01A-11R-A18T-07	0.0412291032292418	0	0.204047078342902	0.102336330693067	0	0.164127539142841	0.0114162347153347	0.0993958255359103	0.0255512774790024	0	0.0330077826897032	0	0.000686207196448038	0.0912767884424288	0.073650644653014	0.118258051577763	0	0	0.0350171363023434	0	0	0	0	0.423534049985768	0.905644274017289
TCGA-ER-A3PL-06A-11R-A239-07	0.0249221369781315	0	0.0239775875011713	0.0374065812068237	0	0.0523015707168236	0	0.0934932109165071	0.0348371892204825	0.000564260587913848	0.0301231847344949	0	0	0.393839222156286	0.0761686392050318	0.218988309878132	0	0	0	0.00838694947495923	0	0.00499115742324318	0	0.619324241311878	0.787296228329106
TCGA-EB-A44Q-06A-11R-A266-07	0.0398449087637292	0.0276458430835497	0.0209343098072734	0.256036876769587	0	0.0635078766244051	0.00150180732574266	0.109377881420503	0.0928069937622909	0	0.0336842358934614	0	0.0171714021866628	0.108279434259153	0.0811509389172788	0.148057491186363	0	0	0	0	0	0	0	0.659768849542661	0.775074144665415
TCGA-EB-A97M-01A-11R-A38C-07	0.00440879866138917	0	0.0120737561155296	0.26132828728374	0	0	0.0166643553435358	0.0804079956870625	0.1015502768257	0	0.0932043587250225	0.010211445577287	0.0235615531687134	0.117532880162365	0.0450470247032175	0.221769228704766	0.00226028506395462	0	0.00192547596276458	0.0080542780149525	0	0	0	0.39931381294285	0.919065168425577
TCGA-XV-AAZV-01A-11R-A40A-07	0	0.00791009831103383	0.0067060424640422	0.200231806124662	0	0.0511206147298464	0	0.103067298289243	0.0474035615222589	0	0	0.0420702940995413	0.0691412054079692	0.0488178740577182	0.0373096228727645	0.283480122097158	0	0.0222174863517928	0.0796590978057649	0	0	0.000864875866205775	0	0.609299313814855	0.812502767471352
TCGA-ER-A19B-06A-11R-A18S-07	0	0.00286843482388496	0.0405172811585582	0.0556901337457115	0	0.0246419780707422	0.00529684164132026	0.0742550961558167	0.0687329596782275	0	0.0744134664569614	0	0	0.502235780525524	0.0199635301926082	0.0873731953709257	0	0	0.0440113021797199	0	0	0	0	0.458678055648989	0.895756400887302
TCGA-ER-A3ET-06A-11R-A20F-07	0.090431824475365	0.0200842014041534	0.020289600126144	0.041363146594454	0	0.0916549627686676	0.00648152115319157	0.0577686218783716	0.0285063008010058	0	0.0227858382297446	0	0.063614648605786	0.144696528339737	0.0387151357629343	0.361093053857193	0	0.0103299628321103	4.09254871221134e-06	0	0	0.00218056062242959	0	0.669763428231273	0.771818715425122
TCGA-DA-A1I1-06A-12R-A18U-07	0.0448664466201324	0	0.0162833108307469	0.114767410887814	0	0.133530097667631	0.0294220080519526	0.0600612513508069	0.0557381717827608	0	0.0484800721610633	0	0.0223504851987217	0.223199027883104	0.0697292410764061	0.166157130757425	0	0	0.0127433775307884	0	0	0.00267196820064637	0	0.662623161974282	0.777260567304537
TCGA-EE-A29P-06A-11R-A18T-07	0.019595974996719	0	0.0183742014048793	0.286969099777867	0	0	4.51254863117322e-05	0.130330360443906	0.0849877859839011	0.00225030925861206	0.0068680682508383	0.0180335740880978	0.0337272286826624	0.133581092268166	0.0893685303680698	0.157892483187792	0	0	0.0179761658021786	0	0	0	0	0.646562205028339	0.782826261288369
TCGA-FS-A1ZA-06A-11R-A18T-07	0.0564674561968886	0	0.117639765873725	0.0964756639360229	0	0.0153761980838003	0.0146199146411415	0.135808477609726	0.00994018207082705	0	0.0388333650431293	0.0185064342108611	0.0182549302163913	0.227189447158884	0.0730038272788141	0.149269071308336	0	0	0.027167252493162	0	0	0.00144801387829175	0	0.60719910600797	0.814656742894585
TCGA-EE-A2GI-06A-11R-A18T-07	0.0527019230816272	0	0.0627493486091385	0.287347854581937	0	0	0.0138095356133683	0.133505877348922	0.0897337165460945	0	0.0139958302619218	0.0245184338783084	0.0147571365597897	0.115501195593602	0.0817319589147373	0.0906630432264402	0.000411480957743069	0	0.0185726648263693	0	0	0	0	0.683623405786685	0.7623895468433
TCGA-EB-A51B-01A-11R-A27Q-07	0.0151038281551427	0	0.0177838901324236	0.264766810726951	0	0	0	0.202724910152448	0.0151502221933621	0	0.0439624073692845	0.0539859978267777	0.0198921906869692	0.00279094494169857	0.0671844387239083	0.248393766080082	0.0200290795675996	0	0.0282315134433528	0	0	0	0	0.296890009917212	0.970620174993863
TCGA-ER-A19D-06A-11R-A18S-07	0.078830162337005	0	0.0138022567662037	0.0753527920775696	0	0.114877565858315	0.016606646152504	0.065018939354263	0.0384604828791208	0	0.0717326351316836	0	0.0279149007213994	0.106194768795166	0.0686082580434535	0.313786397787025	0	0	0.0088141940962917	0	0	0	0	0.682079487810214	0.770261496316669
TCGA-D3-A3CF-06A-11R-A18T-07	0.135886071375082	0.0697469329764488	0	0.0666020612417518	0	0.123496671808628	0.0121877174259927	0.0936121566125459	0.0661329043257703	0	0.00448760823004975	0.014577647637508	0.0178215531202809	0.127423421131924	0.0779528124589679	0.165479080619017	0	0	0.0245933610360331	0	0	0	0	0.815090597959817	0.696640488301531
TCGA-W3-AA1W-06A-11R-A38C-07	0.047034831410259	0	0.00752250624211603	0.321059342128109	0	0	0.0202520627013317	0.130800603329139	0.0822683108591522	0.0201927695585853	0.0245268255398957	0.000568916607136955	0.00997987440982161	0.101419447449752	0.0829860751133712	0.151388434651331	0	0	0	0	0	0	0	0.75581388888302	0.707099075660845
TCGA-EE-A2A1-06A-11R-A18T-07	0.110268755011352	0.0290942437105157	0	0.119206671390263	0	0.079983467576707	0	0.0853426325186141	0.0808097158464718	0	0.0312705402851569	0.0301458194751475	0.0267621749103076	0.0895896675143223	0.0927481867902497	0.177968903681908	0.002111014969565	0	0.0446982063194203	0	0	0	0	0.779061166369817	0.717609548984139
TCGA-ER-A19Q-06A-11R-A18U-07	0.0179031831765414	0.00308636157342209	0.000186419474025345	0.119730451839162	0	0	0	0.0683543747308297	0.0550414090160484	0	0.0110985222668108	0.0132926540633819	0.0436942756933219	0.341766047116943	0.0612534667018357	0.226543100186797	0	0	0.0380497341608811	0	0	0	0	0.784477903727413	0.673556444233776
TCGA-D3-A51T-06A-11R-A266-07	0.0986045499447706	0.0431385193463618	0.0244644350188256	0.108434857475504	0	0.0271707887362787	0.02726786104788	0.12101554129754	0.038214596676627	0	0.0613432732549858	0	0.0306213553876368	0.20609832421647	0.069291579121901	0.136232178983438	0	0	0.00782034440546203	0	0.000281795086317848	0	0	0.569078160646235	0.833209959080592
TCGA-WE-A8ZT-06A-11R-A37K-07	0.206038976027207	0	0.116357732519777	0.095742422651709	0.0568266536634623	0.0763683572855937	0.0196406262725549	0.0626113413154421	0.0236233644255422	0	0.0412083648030953	0	0.0271379020450178	0.0460662079452691	0.0401646614718124	0.169854037587395	0	0	0.0183593519861222	0	0	0	0	0.28070835279493	0.966876838612352
TCGA-BF-A3DM-01A-11R-A20F-07	0.0574170942394159	0	0.00607175972761268	0	0	0.0343354865710891	0.00987336452960048	0.0755558422758942	0.0527740858117169	0.00505048208865457	0.0492602138161279	0	0.0951765040605623	0.230516933612991	0.0628310238579027	0.26124577205843	0	0.0179627275111554	0.0419287098388467	0	0	0	0	0.311098203080502	0.962217122752357
TCGA-EE-A2MG-06A-11R-A18T-07	0.153052597974985	0.1138670023162	0	0.12281553925892	0	0.119768253205453	0.0183852626899502	0.0790458126799118	0.0575730963415402	0	0.0476117949566599	0	0.0136367874326994	0.0759881252423934	0.0544112428777759	0.126230059070754	0	0.00993755621762612	0.00767686973512985	0	0	0	0	0.828864849890255	0.680375199199059
TCGA-XV-AAZW-01A-12R-A40A-07	0	0.00755497404989318	0.0299903527908566	0.0075802674140184	0	0.0420998911094726	0	0.136550543270274	0.0064482721042778	0	0.0608313641738753	0	0	0.332144321547034	0.0457060243729191	0.295687189512307	0	0	0.010880689714616	0.0221711247854397	0	0.00235498515501604	0	0.43164092004099	0.907396665036348
TCGA-EE-A29H-06A-12R-A18S-07	0.133576967108378	0.0532620706052796	0	0.087061747152443	0	0	0.0103877084854462	0.0950145580904061	0.0637388922338562	0	0.0387407983937605	0.00187432691258618	0	0.322834540624735	0.0625083698225748	0.107252293015311	0	0	0.0237477275552228	0	0	0	0	0.646772743719043	0.781414406098623
TCGA-FS-A1ZR-06A-21R-A18U-07	0.0258001832127966	0	0.0110667416381195	0.0776047598344412	0	0.180287645389846	0	0.0679626207320425	0.0528264084787228	0	0.0581223761031162	0	0.0219005317631806	0.153390484989418	0.111596410868668	0.171104396242951	0.00481363490686307	0	0.063523805839835	0	0	0	0	0.422734880694139	0.90560142599438
TCGA-FR-A7U8-06A-21R-A352-07	0.000312480263300324	0.00335924750719757	0.0350131265723822	0	0	0.0434836339892513	0	0.0476444215646959	0.0384647253790396	0	0.0228981391836565	0	0	0.641233590160389	0.00477537649987944	0.1500807288874	0	0	0	0.0127345299928083	0	0	0	0.780643426035667	0.629408754590913
TCGA-EB-A44O-01A-11R-A266-07	0.000321051345283871	0.0398993406526588	0.0128606532759661	0	0	0.0765873400701132	0.00859473248526887	0.169696950374429	0.06249185138066	0.014159609155539	0.123508812820662	0	0	0.191185748067231	0.0336070949301219	0.207458955328968	0	0.0319655925193955	0.00651321250489302	0.0169726822077186	0	0.00417637288109173	0	0.28446363928321	0.971801087263881
TCGA-WE-AA9Y-06A-12R-A38C-07	0.105681980244858	0.0217676343847973	0.0267014484137549	0.0591215085354719	0	0.151183877282823	0	0.073276269623222	0.0699213929353993	0	0.0541280078613018	0	0.0470578888426793	0.123112106836949	0.0191157573405412	0.204454238007763	0.00383943486635443	0	0.0402479078237466	0	0	0.000390547000338558	0	0.651079408548083	0.796068128570403
TCGA-EB-A4IQ-01A-12R-A266-07	0.0238622123102402	0	0.0091751537558698	0.0418030819461762	0	0	0	0.168006049425482	0.0121280146724447	0	0.0597449427536986	0	0	0.450383991809464	0.00130111826388791	0.105194857972559	0	0.0322798041791802	0.0739821258304719	0	0	0.022138647080525	0	0.469827327577697	0.885710161787513
TCGA-EB-A4P0-01A-41R-A266-07	0.00609039039637313	0.00125623604020453	0.00951769775191175	0.222123355870257	0	0	0	0.138711046317704	0.0858314354610052	0	0.0414001134912016	0.00668772627684595	0.044446456016796	0.0357635476411847	0.0806251349936629	0.273208239194872	0.00322813373606842	0	0.0511104868119132	0	0	0	0	0.31867882398773	0.955146635265635
TCGA-EE-A184-06A-11R-A18S-07	0.0583542960368814	0	0.0563805264600271	0.201330219955224	0	0	0.0645521024884975	0.108145910976904	0.0583005740188595	0	0.0886048601333669	0	0.0379849634899616	0.146882080312471	0.0332163185117401	0.115113931208665	0.000849842361645107	0.00293562903897243	0.0273487450067858	0	0	0	0	0.50947790640949	0.864092900706818
TCGA-EB-A550-01A-61R-A27Q-07	0	0	0.0436133852286027	0.0442414886289944	0	0.0785539165284401	0	0.10061344928673	0.056938866829393	0.000943694535442719	0.0059161481070614	0.00236008251340634	0.000612093219476746	0.4216796353051	0.0162158533370874	0.156109942924858	0	0.0496906291142853	0.0225108144411218	0	0	0	0	0.487974343808341	0.874414273264436
TCGA-DA-A1IB-06A-11R-A18S-07	0.131645037464855	0.0832591169859427	0	0.147962825587877	0	0.0922709517287947	0.0125549675277684	0.0849439068198207	0.0559370140567472	0	0	0.00675666752327222	0	0.195885804656396	0.0543718856283787	0.119110502669471	0	0	0.0153013193506761	0	0	0	0	0.801211707916538	0.695341321601297
TCGA-EE-A29C-06A-21R-A18S-07	0.0593053833717622	0	0.0281915910124424	0.0402257505304698	0	0.0501844385554973	0	0.0428302726022318	0.077997255229825	0	0.0149248263254851	0	0	0.417727999203955	0.0203556344810578	0.190032851038158	0	0	0.0582239976491149	0	0	0	0	0.699838039604645	0.73183629966873
TCGA-FR-A728-01A-11R-A32P-07	0	0.00532791292273433	0.00487644812835072	0.310558067251699	0	0	0.00732703619424465	0.142404459347085	0.0753404896236312	0	0	0.0321500107821116	0.0187592943490937	0.118426515046698	0.0747162588590507	0.162837551485118	0.000130629414373822	0.0131763223313115	0	0.000542778924011136	0	0.0334262253404866	0	0.607570179422093	0.803252650501729
TCGA-FS-A4F0-06A-11R-A24X-07	0.0138878096316279	0.00149012202730917	0.121802900531388	0.0649351512324739	0	0.0961273259879102	0	0.145751019514579	0.0191050453045739	0	0.0232752892592969	0.00353839698924024	0.0139426294577214	0.0442490962753165	0.071617928582288	0.317090660865707	0.000834568181470026	0.00872260514967393	0.0536294510094241	0	0	0	0	0.155437928033245	1.01793066716263
TCGA-EE-A2MI-06A-11R-A18U-07	0.00316073305480139	0	0.00652991255667827	0.234376928678164	0	0.0599366872360156	0.0119109425712764	0.0856728251266922	0.0636653512158229	0	0.00550594129972229	0	0.0918650363343005	0	0.0809733874013991	0.335007992853076	0	0	0.0160206895420687	0	0.00537357212998229	0	0	0.601332316991082	0.811808765208543
TCGA-D3-A8GD-06A-11R-A37K-07	0.0898777498058732	0.039996051732831	0.0052783612980597	0.196579238240598	0	0	0.0296452368078887	0.0912197122102093	0.0841532779225824	0.0261116362211487	0.0624920615006246	0	0.0143425420982594	0.156931533292726	0.0881228715815394	0.114096013857254	0	0	0	0.00115371343040518	0	0	0	0.840044896467469	0.664779712733674
TCGA-WE-AAA0-06A-11R-A38C-07	0.207789777752261	0.0611281234331441	0	0.0704821421991253	0.0229668151370288	0.0761481135721169	0.00032054004730146	0.106266064728022	0.0386686839690216	0	0.0227530442573812	0.00730511732399475	0.000600115807853503	0.191848390555042	0.0515223024634049	0.11371394977349	0	0.0191653029904982	0.00932151599031523	0	0	0	0	0.622898251662512	0.801198900991008
TCGA-ER-A19S-06A-11R-A18U-07	0	0.0137560697024603	0.00714812641557209	0.340934349092987	0	0	0.0384170301943291	0.103162955755644	0.0884019155882823	0.0455441034582305	0	0	0	0.16956777484851	0.0770278763226051	0.106667476222062	0	0	0	0.00937232239931747	0	0	0	0.676183807384253	0.756556857821512
TCGA-FR-A729-06A-11R-A352-07	0.0450292034148631	0.00766417991950772	0.0342768534371154	0.274674058516096	0	0.0220247268128425	0.0236228538868216	0.0870221698794387	0.0794758590752732	0	0.0482700140311774	0	0.0244823104196441	0.0805670207659791	0.101544038271124	0.152860730682817	0.00517144416564037	0	0.0133145367216605	0	0	0	0	0.74862019200333	0.723583123813731
TCGA-D3-A2JH-06A-11R-A18T-07	0.0114591649792566	0	0.0142816394110342	0.38057492603764	0	0	0.0459963939940742	0.0829149321429913	0.097906453977613	0	0	0.0507038840448494	0.0384444240822518	0.0358709642065332	0.0803178831552292	0.150792160065794	0.00280094950792638	0	0.00793622439480638	0	0	0	0	0.725992893697691	0.721853752005324
TCGA-EE-A182-06A-11R-A18T-07	0.0125429959942174	0	0.00956815823351009	0.176778645466526	0	0	0	0.0304784959819217	0.100854056774759	0	0.0628261846600166	0.0203671893547687	0.0261818852978863	0.360550389201707	0.00602045193816189	0.165910135243647	0	0	0.0279214118528778	0	0	0	0	0.489252872517485	0.872175478299911
TCGA-D3-A2JD-06A-11R-A18T-07	0.219408860602332	0.0124867197281381	0.00676996620611475	0.152926334866968	0.0940298878000001	0.0273176817214733	0	0.0651651319703224	0.121260467063557	0	0.0503343026490709	0	0	0.137705152727319	0.0140488142086896	0.07426830385839	0	0	0.0217431776951267	0	0	0.00253519890249771	0	0.696851387463303	0.752882177855271
TCGA-D3-A1Q7-06A-11R-A18T-07	0.0436958001158451	0	0.0491241835762183	0.130756024280815	0	0.0680397314742455	0.0535575265562004	0.0744819575310402	0.0456834463274158	0	0.0678992463726377	0	0.00394601894273571	0.156536654804246	0.114157578894368	0.172527323460328	0	0	0.019594507663903	0	0	0	0	0.780794000298138	0.711100414478878
TCGA-ER-A19P-06A-11R-A18S-07	0.0497678012659463	0.0592424898549817	0.0159757672420557	0.257236887778814	0	0.0416393465073972	0.0117665755283139	0.106792376813564	0.079651570615185	0.00717496992845028	0.0159996282791499	0	0.0162333611143239	0.0848237992106074	0.0958810901706012	0.154923861620574	0	0	0.00289047407003515	0	0	0	0	0.84423240104962	0.659189787558572
TCGA-GN-A262-06A-11R-A18T-07	0.00956284189395732	0.00183753219942594	0.180317680270234	0	0	0.0728737169442977	0	0.0608412799526372	0.0335973738371891	0	0.0606688385292554	0	0	0.269183414300465	0.0185013403609341	0.218233431914379	0	0	0.0684531722646447	0	0	0.0059293775325802	0	0.287005271556111	0.971276490620755
TCGA-D3-A3MV-06A-11R-A21D-07	0.0984058461919533	0	0.106758707612423	0	0	0.042514891071231	0	0.044589037694997	0.0291626909944666	0	0.0341391326173157	0	0.0158655276569809	0.443975426905206	0.0121051044075119	0.167274253700887	0	0	0.000147739228929251	0.00132080203266469	0.00374083988543369	0	0	0.581556754907694	0.81422496507693
TCGA-DA-A3F3-06A-11R-A20F-07	0.0121495916124407	0.00830987248406784	0.0142404484281265	0.014948045874175	0	0.0723791957511495	0	0.110188356243323	0.0692213671204955	0.0318297184054889	0.0092793422757455	0	0	0.4106959764767	0.068404173850916	0.157655665810056	0	0	0.0173473480887089	0	0.00335089757860659	0	0	0.573920342222656	0.819007511240441
TCGA-D3-A2JL-06A-11R-A18S-07	0.0293371614640166	0	0.00734922988672769	0.299730885150067	0	0.0184636755197616	0	0.0984019733862503	0.108976526720098	0.0101826885162689	0	0.0245399213673528	0.0165433956012672	0.198124028168895	0.0790252784441675	0.0873829058968389	0	0	0.0219423298782878	0	0	0	0	0.734559393727303	0.721577373575486
TCGA-ER-A19M-06A-61R-A239-07	0.0130619367073274	0	0	0.197910747166094	0	0.0947042696042793	0.0144145795918458	0.100842561007628	0.0249633395214118	0	0.0296559963892527	0.0312796791093603	0.0212454880815664	0.203218864225037	0.111197533161635	0.121973177006477	0	0	0.0355318284280863	0	0	0	0	0.67318898251711	0.763795650103914
TCGA-FR-A8YE-06A-11R-A37K-07	0.083490941257621	0.132361853826601	0	0.0404721068204711	0.149392212904376	0.0944502954328735	0.0158378699681394	0.0470825885008753	0.07347952357662	0	0.083004543363853	0	0.0173277265622722	0.0831352773709162	0.0209392258308415	0.128882724246482	0	0.0253542373212978	0.00478887301676036	0	0	0	0	0.842432665154068	0.673166581198697
TCGA-ER-A19K-01A-21R-A18T-07	0.00901880177834854	0.000817901637011179	0	0.141433907209578	0	0	0	0.133106205061593	0.0301189477882243	0	0.0234740809959954	0.034317215953948	0	0.115522942828804	0.0809029653650874	0.285254699280835	0.0497876672277157	0.0194974063171409	0.0502573960057096	0	0	0.026489862550009	0	0.406749016617528	0.913509944283985
TCGA-GN-A4U7-06A-21R-A32P-07	0.0370597527187903	0.0149365352596323	0.0949465197949264	0	0.0968299453837695	0	0.0102030866958387	0.028731595142388	0.0420603081003533	0	0.0683434800075638	0	0	0.490350646094787	0.0131918621723234	0.101114779254568	0	0	0	0.0022314893750591	0	0	0	0.352371873656693	0.959698318619629
TCGA-DA-A960-01A-11R-A37K-07	0.0941915845490384	0	0.0901361442259474	0.0383454549165044	0	0	0	0.154831610820388	0.0112568552133085	0	0.0418726519802236	0.0846139427184789	0.0208994728806146	0.110827639224597	0.0305862352814172	0.242785160708704	0.00360244646519619	0	0.0690764770064783	0	0.0069743240091032	0	0	0.176178694808118	1.0104843379182
TCGA-FS-A4FB-06A-11R-A266-07	0	0.0108682204872133	0.224357032652243	0	0.00890852910813637	0.0743752814060462	0	0.0578148463069397	0.0442825276432637	0.0362327905744785	0.0668091185057437	0	0	0.297006007186262	0.0124282597483848	0.13349996513676	0	0	0.0310764874272388	0	0.00234093381728969	0	0	0.338444460523984	0.947588471647058
TCGA-DA-A1HV-06A-21R-A18S-07	0.0418475681932733	0.00114266523284217	0.019508036791527	0.188406662425199	0	0.0514772250890049	0	0.106701396490022	0.0962383831068302	0	0.0143159676241498	0.0178839749708992	0.0339434373258046	0.15141836223732	0.0835130518498695	0.163447727456953	0.00636668904126572	0	0.0231708529621542	0	0	0.000617999202884841	0	0.715159464842675	0.748751625692317
TCGA-W3-AA1O-06A-11R-A38C-07	0.0336010984274625	0	0.00879012195337456	0.0444701314621486	0.0116656666665135	0	0	0.0587064992936556	0.0376769515458953	0	0.0156699912431671	0.017065619891817	0	0.460471472101444	0.00771337053101584	0.273140826617301	0	0	0.0256651305515971	0	0.00536311971460753	0	0	0.675218316585187	0.740287159284528
TCGA-EE-A3AC-06A-11R-A18S-07	0.0359678300012446	0.0285302247713122	0.0227584573923319	0.17037175368181	0	0.0348877378364221	0.0384529747789682	0.114554253253248	0.0371274191235576	0	0.0440049263908204	0	0.0505887137986053	0.160067288551745	0.0871368588089056	0.156168057917668	0	0	0.0187393505149915	0	0	0.00064415317837008	0	0.638061252076819	0.796688415097719
TCGA-DA-A95Z-06A-11R-A37K-07	0.0174972899341566	0	0.0233205090911237	0.128539433808649	0	0	0.00483869760456403	0.113337814336461	0.0582067424624211	0.015813375228119	0.0186448194469655	0.0199867092330495	0	0.239772900839286	0.0741342149655004	0.218481707845233	0.0023499444230104	0	0.0650758407814606	0	0	0	0	0.40916565850872	0.913111829732589
TCGA-GN-A4U8-06A-11R-A32P-07	0.0538896502768538	0.0522622380624732	0	0.197465299600327	0	0	0.0287699307259117	0.0971842617647117	0.0817505900095544	0.00620751859385126	0.00927374712406253	0	0.0370625119158762	0.171318389341558	0.114641442583188	0.114372575372409	0.015646628922454	0	0.0201552157067704	0	0	0	0	0.783748257583558	0.706875774768122
TCGA-ER-A42K-06A-11R-A24X-07	0.0222377081955956	0.0744309814187985	0.137247919239514	0.030903790451499	0	0.159414306416707	0	0.0715281352903756	0.0425976971384728	0	0.0583686475761436	0	0.0565042251558774	0.0798134703073506	0.0778865419265273	0.157133592443104	0.00792329258367195	0.00189527370556633	0.012392925387305	0.00772994759211786	0	0.00199154517137331	0	0.338051503095564	0.941716257323547
TCGA-ER-A42H-01A-11R-A24X-07	0.0823156105067128	0	0.0475698339377422	0.0211243230661769	0	0.0616859649412032	0	0.0961798136883796	0.00980145124442872	0	0.0223451286030797	0	0	0.138333575402222	0.0263418800535467	0.465298718262439	0	0.0182822632861837	0.00990122725180411	0	0	0.000820209756080666	0	0.319826006676318	0.961657510167645
TCGA-EE-A2A0-06A-11R-A18T-07	0.0589042238741597	0.0192730256331276	0.0792710109381652	0.00977743959961076	0	0.158111599187618	0.0247027857252677	0.0381145492836196	0.00677922351000318	0.093955818416168	0	0	0.0149922743442686	0.0878279365209236	0.0500438506971209	0.319725175983633	0	0	0.0350243442682572	0	0	0.00349674201805769	0	0.673489249496751	0.78369227941929
TCGA-EB-A3Y7-01A-11R-A239-07	0.0347014994847024	0	0.021580957880491	0.0258993226315944	0	0	0	0.0723296088994948	0.0741113690529577	0	0.0905062436057492	0	0	0.471381542726301	0.00480962765426977	0.0994009518871527	0	0.0312248890666678	0	0.0676934219433794	0.00636056516723989	0	0	0.413653643215157	0.923518345300082
TCGA-ER-A2NF-06A-11R-A18T-07	0.0319071985403612	0.0001133528082047	0.137360433185321	0.30090396231211	0	0.1012230194597	0	0.0813533359887327	0.0841110071654208	0	0.0260832358534105	0.0123010605911211	0.0385618250999264	0.04998553292109	0.0205396160476145	0.107748444663251	0	0.00780797536373587	0	0	0	0	0	0.376132570099774	0.930272709962499
TCGA-YG-AA3N-01A-11R-A38C-07	0	0.0132483820999866	0.00591063597149753	0.4471104185562	0	0	0	0.158409823693464	0.0810716487508844	0	0	0.0493501550227555	0.02233248157094	0.0527495355897305	0.0329546733007431	0.133802703575355	0.003059541868443	0	0	0	0	0	0	0.583424768353605	0.81203399383413
TCGA-D3-A1QB-06A-11R-A18T-07	0.0159977500545008	0.00893689654471202	0.0219990990361244	0.426420623268876	0	0	0.0026546032546037	0.106138976918355	0.0880988214922512	0	0	0.0508969507000386	0.0194297073172179	0.0305214815259959	0.0940432013712835	0.134240632290601	0.00062125622543987	0	0	0	0	0	0	0.714215175298676	0.721942054763876
TCGA-EE-A29T-06A-11R-A18T-07	0.0218914820165367	0.0110717799171316	0.081146024832286	0.152898835317671	0	0.0473519310517521	0.0121461967697436	0.0465251369301105	0.0432206322749167	0	0	0.0192444687523622	0.000360332186361833	0.191122379006936	0.0438955311749775	0.297760896722383	0	0	0.027209395268053	0	0	0.0041549777787777	0	0.669389676135094	0.774963235062878
TCGA-D3-A3MO-06A-11R-A21D-07	0	0.0047191555355995	0.152339989000973	0	0	0.0267812159968033	0.00371193492811081	0.0326264057949254	0.028109165957843	0	0.0519550169613719	0	0	0.638834791808323	0.0022661550379893	0.0567566180113891	0	0	0.00153599926747504	0	0.000363551699197186	0	0	0.80104157926171	0.613903026669164
TCGA-EE-A3JH-06A-11R-A21D-07	0.0373951033480999	0.0270065138879137	0.046831891425359	0.212246162336607	0	0	0.0166104159631284	0.0544853812998978	0.0949478919457491	0	0.0671275331166085	0	0.00863255169734506	0.232558183783773	0.0579758074354043	0.13530168355065	0	0	0.00888088020946492	0	0	0	0	0.842136867151007	0.664187382905431
